TaskID,SourceRegion,TargetRegion,StartHour,EndHour,NetworkLatency_ms,GPU_Demand,TaskType
161,RegionD,RegionD,491.0,493.1,5.0,8.0,BatchInference
162,RegionF,RegionF,1008.0,1010.2666666666668,5.0,77.0,AITraining
163,RegionF,RegionF,162.0,164.3,5.0,24.0,AITraining
164,RegionC,RegionC,335.0,335.1666666666667,5.0,73.0,AITraining
165,RegionB,RegionB,2390.0,2391.75,5.0,18.0,BatchInference
166,RegionD,RegionD,2141.0,2145.1,5.0,63.0,AITraining
167,RegionD,RegionD,1068.0,1071.3,5.0,4.0,BatchInference
168,RegionC,RegionC,1286.0,1287.3,5.0,7.0,RealTimeInference
169,RegionC,RegionC,1087.0,1088.4166666666667,5.0,6.0,RealTimeInference
170,RegionA,RegionA,536.0,537.5833333333334,5.0,19.0,BatchInference
171,RegionD,RegionD,1228.0,1231.8166666666666,5.0,72.0,AITraining
172,RegionB,RegionB,1295.0,1296.7166666666667,5.0,8.0,BatchInference
173,RegionB,RegionB,38.0,41.55,5.0,6.0,RealTimeInference
174,RegionD,RegionD,2306.0,2311.833333333333,5.0,19.0,BatchInference
175,RegionC,RegionC,300.0,304.3833333333333,5.0,7.0,RealTimeInference
176,RegionF,RegionF,873.0,873.5333333333333,5.0,109.0,AITraining
177,RegionC,RegionC,1086.0,1091.5666666666666,5.0,25.0,AITraining
178,RegionA,RegionA,1429.0,1432.15,5.0,4.0,RealTimeInference
179,RegionB,RegionB,1000.0,1004.3166666666668,5.0,7.0,RealTimeInference
180,RegionD,RegionD,1167.0,1168.75,5.0,22.0,BatchInference
181,RegionC,RegionC,1794.0,1794.2166666666667,5.0,1.0,RealTimeInference
182,RegionF,RegionF,1239.0,1244.75,5.0,31.0,AITraining
183,RegionA,RegionA,2166.0,2172.55,5.0,17.0,AITraining
184,RegionA,RegionA,2271.0,2273.6833333333334,5.0,3.0,RealTimeInference
185,RegionB,RegionB,424.0,426.8666666666667,5.0,15.0,BatchInference
186,RegionB,RegionB,1083.0,1086.1333333333334,5.0,4.0,RealTimeInference
187,RegionB,RegionB,438.0,443.53333333333336,5.0,3.0,RealTimeInference
188,RegionF,RegionF,2266.0,2268.95,5.0,80.0,AITraining
189,RegionE,RegionE,1115.0,1115.8833333333334,5.0,2.0,RealTimeInference
190,RegionA,RegionA,862.0,863.7333333333333,5.0,16.0,BatchInference
191,RegionD,RegionD,1404.0,1408.3666666666666,5.0,61.0,AITraining
192,RegionB,RegionB,1081.0,1084.7333333333331,5.0,3.0,RealTimeInference
193,RegionE,RegionE,2001.0,2005.55,5.0,96.0,AITraining
194,RegionD,RegionD,208.0,210.06666666666663,5.0,13.0,BatchInference
195,RegionC,RegionC,1734.0,1737.4166666666667,5.0,1.0,RealTimeInference
196,RegionA,RegionA,180.0,186.41666666666663,5.0,21.0,BatchInference
197,RegionA,RegionA,1366.0,1370.7666666666669,5.0,4.0,RealTimeInference
198,RegionA,RegionA,1072.0,1078.1,5.0,5.0,RealTimeInference
199,RegionB,RegionB,1809.0,1812.35,5.0,1.0,RealTimeInference
200,RegionE,RegionE,1751.0,1751.75,5.0,114.0,AITraining
201,RegionF,RegionF,39.0,40.75,5.0,97.0,AITraining
202,RegionD,RegionD,308.0,311.8833333333333,5.0,7.0,RealTimeInference
203,RegionB,RegionB,610.0,616.3,5.0,52.0,AITraining
204,RegionD,RegionD,147.0,151.8,5.0,70.0,AITraining
205,RegionB,RegionB,2385.0,2389.9166666666665,5.0,6.0,BatchInference
206,RegionE,RegionE,606.0,607.1833333333333,5.0,32.0,AITraining
207,RegionD,RegionD,522.0,525.7666666666667,5.0,23.0,BatchInference
208,RegionC,RegionC,1262.0,1265.2666666666669,5.0,6.0,RealTimeInference
209,RegionF,RegionF,163.0,164.81666666666666,5.0,22.0,BatchInference
210,RegionA,RegionA,860.0,864.0333333333333,5.0,15.0,BatchInference
211,RegionD,RegionD,1022.0,1026.5666666666666,5.0,34.0,AITraining
212,RegionD,RegionD,421.0,424.5833333333333,5.0,86.0,AITraining
213,RegionD,RegionD,2293.0,2299.266666666667,5.0,23.0,BatchInference
214,RegionD,RegionD,633.0,634.3,5.0,19.0,BatchInference
215,RegionD,RegionD,665.0,665.5666666666667,5.0,3.0,RealTimeInference
216,RegionA,RegionA,1688.0,1689.0333333333333,5.0,4.0,RealTimeInference
217,RegionA,RegionA,734.0,735.1,5.0,7.0,RealTimeInference
218,RegionD,RegionD,1360.0,1363.1666666666667,5.0,54.0,AITraining
219,RegionC,RegionC,1016.0,1019.8666666666668,5.0,13.0,BatchInference
220,RegionD,RegionD,652.0,655.7333333333333,5.0,8.0,BatchInference
221,RegionF,RegionF,442.0,447.6666666666667,5.0,108.0,AITraining
222,RegionF,RegionF,158.0,159.41666666666666,5.0,21.0,BatchInference
223,RegionA,RegionA,911.0,915.3666666666668,5.0,12.0,BatchInference
224,RegionA,RegionA,1885.0,1888.05,5.0,6.0,RealTimeInference
225,RegionC,RegionC,1250.0,1252.9833333333331,5.0,16.0,BatchInference
226,RegionB,RegionB,913.0,917.8666666666668,5.0,1.0,RealTimeInference
227,RegionC,RegionC,791.0,791.2333333333333,5.0,2.0,RealTimeInference
228,RegionF,RegionF,1344.0,1349.8,5.0,8.0,BatchInference
229,RegionA,RegionA,284.0,289.5,5.0,11.0,BatchInference
230,RegionA,RegionA,1438.0,1443.6,5.0,23.0,BatchInference
231,RegionD,RegionD,2086.0,2088.35,5.0,104.0,AITraining
232,RegionC,RegionC,2196.0,2200.35,5.0,7.0,BatchInference
233,RegionD,RegionD,113.0,119.21666666666668,5.0,22.0,BatchInference
234,RegionC,RegionC,1069.0,1070.6666666666667,5.0,6.0,RealTimeInference
235,RegionE,RegionE,2378.0,2378.4666666666667,5.0,2.0,RealTimeInference
236,RegionA,RegionA,156.0,159.03333333333333,5.0,10.0,BatchInference
237,RegionA,RegionA,1779.0,1781.6166666666666,5.0,5.0,RealTimeInference
238,RegionC,RegionC,1284.0,1290.5333333333333,5.0,11.0,BatchInference
239,RegionD,RegionD,2094.0,2094.1666666666665,5.0,12.0,BatchInference
240,RegionC,RegionC,1577.0,1582.95,5.0,3.0,RealTimeInference
241,RegionF,RegionF,778.0,781.3333333333334,5.0,77.0,AITraining
242,RegionA,RegionA,181.0,186.35,5.0,20.0,BatchInference
243,RegionD,RegionD,1786.0,1788.1,5.0,48.0,AITraining
244,RegionA,RegionA,2129.0,2129.883333333333,5.0,6.0,RealTimeInference
245,RegionD,RegionD,807.0,812.4333333333333,5.0,60.0,AITraining
246,RegionD,RegionD,1766.0,1767.4833333333331,5.0,18.0,BatchInference
247,RegionC,RegionC,1352.0,1355.5333333333333,5.0,6.0,RealTimeInference
248,RegionF,RegionF,1285.0,1288.9333333333334,5.0,116.0,AITraining
249,RegionB,RegionB,510.0,510.9333333333333,5.0,34.0,AITraining
250,RegionD,RegionD,1230.0,1230.3833333333334,5.0,120.0,AITraining
251,RegionD,RegionD,1266.0,1266.1666666666667,5.0,30.0,AITraining
252,RegionE,RegionE,1672.0,1674.55,5.0,69.0,AITraining
253,RegionD,RegionD,1648.0,1653.65,5.0,14.0,BatchInference
254,RegionF,RegionF,1211.0,1217.1166666666666,5.0,111.0,AITraining
255,RegionF,RegionF,521.0,527.3666666666667,5.0,91.0,AITraining
256,RegionA,RegionA,1722.0,1723.65,5.0,2.0,RealTimeInference
257,RegionD,RegionD,1552.0,1557.4166666666667,5.0,23.0,AITraining
258,RegionD,RegionD,712.0,715.8166666666667,5.0,65.0,AITraining
259,RegionE,RegionE,2331.0,2334.95,5.0,116.0,AITraining
260,RegionE,RegionE,1663.0,1666.6833333333334,5.0,20.0,BatchInference
261,RegionF,RegionF,1.0,5.15,5.0,92.0,AITraining
262,RegionA,RegionA,1175.0,1175.7333333333331,5.0,16.0,BatchInference
263,RegionA,RegionA,1760.0,1761.5166666666669,5.0,5.0,RealTimeInference
264,RegionD,RegionD,1319.0,1319.3166666666666,5.0,84.0,AITraining
265,RegionC,RegionC,1809.0,1815.2333333333331,5.0,21.0,BatchInference
266,RegionD,RegionD,875.0,879.9666666666667,5.0,8.0,BatchInference
267,RegionF,RegionF,1938.0,1941.8833333333332,5.0,80.0,AITraining
268,RegionF,RegionF,695.0,699.6,5.0,126.0,AITraining
269,RegionC,RegionC,347.0,350.76666666666665,5.0,100.0,AITraining
270,RegionB,RegionB,2111.0,2112.7833333333333,5.0,20.0,BatchInference
271,RegionD,RegionD,1372.0,1378.5666666666666,5.0,120.0,AITraining
272,RegionB,RegionB,962.0,962.25,5.0,5.0,RealTimeInference
273,RegionE,RegionE,1271.0,1274.4333333333334,5.0,107.0,AITraining
274,RegionC,RegionC,815.0,821.1166666666667,5.0,7.0,RealTimeInference
275,RegionA,RegionA,100.0,100.53333333333332,5.0,3.0,RealTimeInference
276,RegionA,RegionA,1002.0,1004.9,5.0,5.0,RealTimeInference
277,RegionB,RegionB,298.0,299.53333333333336,5.0,13.0,BatchInference
278,RegionC,RegionC,1697.0,1698.45,5.0,20.0,BatchInference
279,RegionE,RegionE,2357.0,2357.1666666666665,5.0,88.0,AITraining
280,RegionC,RegionC,1572.0,1575.5666666666666,5.0,3.0,RealTimeInference
281,RegionF,RegionF,1636.0,1642.3,5.0,7.0,BatchInference
282,RegionA,RegionA,604.0,604.8,5.0,2.0,RealTimeInference
283,RegionD,RegionD,22.0,24.85,5.0,41.0,AITraining
284,RegionB,RegionB,1741.0,1747.4666666666667,5.0,6.0,RealTimeInference
285,RegionB,RegionB,720.0,721.05,5.0,2.0,RealTimeInference
286,RegionE,RegionE,2121.0,2124.85,5.0,123.0,AITraining
287,RegionE,RegionE,205.0,209.4,5.0,20.0,BatchInference
288,RegionA,RegionA,1020.0,1023.9666666666668,5.0,62.0,AITraining
289,RegionA,RegionA,1869.0,1870.25,5.0,5.0,RealTimeInference
290,RegionA,RegionA,1903.0,1904.8666666666663,5.0,3.0,RealTimeInference
291,RegionD,RegionD,2175.0,2178.9166666666665,5.0,53.0,AITraining
292,RegionE,RegionE,1299.0,1300.7833333333333,5.0,53.0,AITraining
293,RegionE,RegionE,2067.0,2072.733333333333,5.0,21.0,BatchInference
294,RegionF,RegionF,2244.0,2249.2833333333333,5.0,22.0,BatchInference
295,RegionA,RegionA,651.0,656.7333333333333,5.0,9.0,BatchInference
296,RegionD,RegionD,1944.0,1945.9166666666667,5.0,45.0,AITraining
297,RegionC,RegionC,1061.0,1063.3666666666666,5.0,22.0,BatchInference
298,RegionB,RegionB,1135.0,1137.45,5.0,5.0,RealTimeInference
299,RegionE,RegionE,1984.0,1989.65,5.0,71.0,AITraining
300,RegionF,RegionF,979.0,984.8166666666668,5.0,32.0,AITraining
301,RegionA,RegionA,1801.0,1805.5166666666669,5.0,8.0,BatchInference
302,RegionA,RegionA,1170.0,1173.5666666666666,5.0,5.0,RealTimeInference
303,RegionA,RegionA,1112.0,1116.15,5.0,6.0,RealTimeInference
304,RegionC,RegionC,1309.0,1311.0,5.0,14.0,BatchInference
305,RegionE,RegionE,330.0,336.3833333333333,5.0,38.0,AITraining
306,RegionC,RegionC,617.0,620.2166666666667,5.0,4.0,RealTimeInference
307,RegionD,RegionD,1568.0,1574.0166666666669,5.0,1.0,RealTimeInference
308,RegionB,RegionB,625.0,626.7,5.0,82.0,AITraining
309,RegionD,RegionD,876.0,877.1666666666666,5.0,47.0,AITraining
310,RegionB,RegionB,1699.0,1703.7666666666669,5.0,2.0,RealTimeInference
311,RegionC,RegionC,1355.0,1356.6833333333334,5.0,8.0,BatchInference
312,RegionE,RegionE,1908.0,1908.5166666666669,5.0,57.0,AITraining
313,RegionE,RegionE,255.0,257.3666666666667,5.0,9.0,BatchInference
314,RegionF,RegionF,1720.0,1725.9166666666667,5.0,1.0,RealTimeInference
315,RegionA,RegionA,2392.0,2393.45,5.0,17.0,BatchInference
316,RegionD,RegionD,80.0,81.36666666666666,5.0,105.0,AITraining
317,RegionD,RegionD,1558.0,1558.9333333333334,5.0,41.0,AITraining
318,RegionD,RegionD,24.0,29.98333333333333,5.0,18.0,BatchInference
319,RegionE,RegionE,1223.0,1223.95,5.0,14.0,BatchInference
320,RegionF,RegionF,1716.0,1721.0166666666669,5.0,20.0,BatchInference
321,RegionB,RegionB,2236.0,2238.0333333333333,5.0,16.0,AITraining
322,RegionD,RegionD,903.0,906.15,5.0,114.0,AITraining
323,RegionB,RegionB,898.0,900.2666666666667,5.0,18.0,BatchInference
324,RegionC,RegionC,1785.0,1785.6166666666666,5.0,17.0,BatchInference
325,RegionD,RegionD,118.0,124.58333333333331,5.0,17.0,BatchInference
326,RegionE,RegionE,1376.0,1376.3833333333334,5.0,16.0,BatchInference
327,RegionF,RegionF,1656.0,1662.3333333333333,5.0,74.0,AITraining
328,RegionC,RegionC,676.0,678.0,5.0,22.0,AITraining
329,RegionB,RegionB,522.0,526.1333333333333,5.0,17.0,BatchInference
330,RegionD,RegionD,2187.0,2192.05,5.0,124.0,AITraining
331,RegionB,RegionB,1613.0,1616.35,5.0,3.0,RealTimeInference
332,RegionE,RegionE,2311.0,2311.616666666667,5.0,104.0,AITraining
333,RegionF,RegionF,111.0,115.7,5.0,89.0,AITraining
334,RegionA,RegionA,1755.0,1757.25,5.0,7.0,RealTimeInference
335,RegionA,RegionA,1891.0,1893.5666666666664,5.0,4.0,RealTimeInference
336,RegionA,RegionA,205.0,205.56666666666663,5.0,5.0,RealTimeInference
337,RegionC,RegionC,1552.0,1553.2666666666669,5.0,7.0,BatchInference
338,RegionD,RegionD,866.0,868.5833333333334,5.0,12.0,BatchInference
339,RegionE,RegionE,1338.0,1340.0,5.0,18.0,BatchInference
340,RegionF,RegionF,1552.0,1556.55,5.0,5.0,BatchInference
341,RegionA,RegionA,1726.0,1730.0833333333333,5.0,11.0,BatchInference
342,RegionB,RegionB,335.0,336.8333333333333,5.0,22.0,BatchInference
343,RegionC,RegionC,79.0,83.85,5.0,9.0,BatchInference
344,RegionE,RegionE,2209.0,2214.4,5.0,79.0,AITraining
345,RegionC,RegionC,1433.0,1436.9666666666667,5.0,5.0,RealTimeInference
346,RegionC,RegionC,281.0,283.65,5.0,1.0,RealTimeInference
347,RegionA,RegionA,164.0,165.31666666666666,5.0,36.0,AITraining
348,RegionA,RegionA,1012.0,1017.9833333333332,5.0,7.0,RealTimeInference
349,RegionA,RegionA,83.0,88.45,5.0,3.0,RealTimeInference
350,RegionD,RegionD,624.0,626.6833333333333,5.0,109.0,AITraining
351,RegionB,RegionB,517.0,521.2666666666667,5.0,7.0,RealTimeInference
352,RegionE,RegionE,468.0,468.6666666666667,5.0,6.0,BatchInference
353,RegionF,RegionF,892.0,892.75,5.0,55.0,AITraining
354,RegionA,RegionA,1049.0,1052.8166666666666,5.0,9.0,BatchInference
355,RegionB,RegionB,687.0,692.7333333333333,5.0,14.0,BatchInference
356,RegionD,RegionD,469.0,475.3,5.0,21.0,AITraining
357,RegionB,RegionB,1274.0,1275.1833333333334,5.0,6.0,RealTimeInference
358,RegionC,RegionC,2370.0,2375.733333333333,5.0,1.0,RealTimeInference
359,RegionC,RegionC,1277.0,1277.5833333333333,5.0,3.0,RealTimeInference
360,RegionA,RegionA,1537.0,1542.15,5.0,66.0,AITraining
361,RegionA,RegionA,812.0,814.1166666666667,5.0,8.0,BatchInference
362,RegionA,RegionA,994.0,997.6833333333332,5.0,4.0,RealTimeInference
363,RegionB,RegionB,1235.0,1237.0333333333333,5.0,1.0,RealTimeInference
