Region,TaskType,Hour,TaskCount,GPU_Demand,GPU_Hour,AvgDuration
RegionA,RealTimeInference,87,5.0,19.0,80.56666666666666,4.090000000000001
RegionA,RealTimeInference,88,2.0,7.0,10.666666666666666,2.5166666666666666
RegionA,RealTimeInference,89,2.0,8.0,20.133333333333333,2.5166666666666666
RegionA,RealTimeInference,90,3.0,14.0,35.1,2.994444444444445
RegionA,RealTimeInference,91,4.0,18.0,37.916666666666664,1.9208333333333334
RegionA,RealTimeInference,92,4.0,14.0,59.15,3.091666666666667
RegionA,RealTimeInference,93,4.0,19.0,74.11666666666667,3.5625
RegionA,RealTimeInference,94,8.0,33.0,102.74999999999999,3.4291666666666667
RegionA,RealTimeInference,95,2.0,4.0,16.316666666666666,4.858333333333333
RegionA,RealTimeInference,96,3.0,11.0,26.21666666666667,2.8833333333333333
RegionA,RealTimeInference,97,4.0,25.0,80.38333333333333,3.283333333333333
RegionA,RealTimeInference,98,4.0,15.0,79.05,5.15
RegionA,RealTimeInference,99,2.0,9.0,55.383333333333326,5.908333333333333
RegionA,RealTimeInference,100,3.0,15.0,26.4,1.4000000000000001
RegionA,RealTimeInference,101,3.0,13.0,46.083333333333336,4.111111111111111
RegionA,RealTimeInference,102,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,103,1.0,4.0,5.666666666666667,1.4166666666666667
RegionA,RealTimeInference,104,2.0,13.0,45.016666666666666,3.4833333333333334
RegionA,RealTimeInference,105,2.0,4.0,7.633333333333333,1.55
RegionA,RealTimeInference,106,2.0,3.0,7.266666666666667,2.2
RegionA,RealTimeInference,107,3.0,8.0,5.766666666666667,0.8055555555555555
RegionA,RealTimeInference,108,1.0,4.0,6.6,1.65
RegionA,RealTimeInference,109,1.0,5.0,10.833333333333332,2.1666666666666665
RegionA,RealTimeInference,110,2.0,7.0,24.383333333333333,3.325
RegionA,RealTimeInference,111,2.0,4.0,4.7,1.175
RegionA,RealTimeInference,112,2.0,5.0,19.383333333333333,3.2416666666666663
RegionA,RealTimeInference,113,2.0,9.0,27.533333333333335,2.2583333333333333
RegionA,RealTimeInference,114,3.0,8.0,30.166666666666668,4.305555555555556
RegionA,RealTimeInference,115,1.0,6.0,39.900000000000006,6.65
RegionA,RealTimeInference,116,2.0,13.0,35.7,2.841666666666667
RegionA,RealTimeInference,117,1.0,7.0,31.266666666666666,4.466666666666667
RegionA,RealTimeInference,118,3.0,10.0,57.4,5.283333333333334
RegionA,RealTimeInference,119,3.0,16.0,41.48333333333333,2.9555555555555557
RegionA,RealTimeInference,120,4.0,6.0,23.866666666666667,3.341666666666667
RegionA,RealTimeInference,121,2.0,12.0,54.39999999999999,4.466666666666667
RegionA,RealTimeInference,122,4.0,14.0,56.949999999999996,4.55
RegionA,RealTimeInference,123,1.0,2.0,13.133333333333333,6.566666666666666
RegionA,RealTimeInference,124,5.0,24.0,82.75,2.9833333333333334
RegionA,RealTimeInference,125,1.0,3.0,18.400000000000002,6.133333333333334
RegionA,RealTimeInference,126,2.0,8.0,29.53333333333333,3.466666666666667
RegionA,RealTimeInference,127,2.0,6.0,14.383333333333333,2.925
RegionA,RealTimeInference,128,6.0,22.0,99.65,4.086111111111111
RegionA,RealTimeInference,129,1.0,4.0,18.533333333333335,4.633333333333334
RegionA,RealTimeInference,130,3.0,10.0,44.583333333333336,4.4111111111111105
RegionA,RealTimeInference,131,5.0,23.0,49.45,2.59
RegionA,RealTimeInference,132,1.0,1.0,0.9833333333333333,0.9833333333333333
RegionA,RealTimeInference,133,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,134,3.0,12.0,32.86666666666667,2.488888888888889
RegionA,RealTimeInference,135,2.0,11.0,34.4,3.166666666666667
RegionA,RealTimeInference,136,2.0,8.0,14.666666666666668,1.6833333333333333
RegionA,RealTimeInference,137,2.0,9.0,25.75,3.066666666666667
RegionA,RealTimeInference,138,3.0,10.0,32.166666666666664,2.883333333333333
RegionA,RealTimeInference,139,1.0,6.0,33.900000000000006,5.65
RegionA,RealTimeInference,140,1.0,7.0,42.58333333333333,6.083333333333333
RegionA,RealTimeInference,141,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,142,1.0,7.0,25.083333333333336,3.5833333333333335
RegionA,RealTimeInference,143,3.0,8.0,20.083333333333332,2.8555555555555556
RegionA,RealTimeInference,144,5.0,15.0,55.650000000000006,3.913333333333334
RegionA,RealTimeInference,145,1.0,2.0,9.166666666666666,4.583333333333333
RegionA,RealTimeInference,146,3.0,14.0,51.96666666666667,3.3666666666666667
RegionA,RealTimeInference,147,3.0,18.0,44.35,2.5999999999999996
RegionA,RealTimeInference,148,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,149,3.0,17.0,28.416666666666668,2.1277777777777778
RegionA,RealTimeInference,150,1.0,7.0,24.383333333333333,3.4833333333333334
RegionA,RealTimeInference,151,1.0,6.0,21.0,3.5
RegionA,RealTimeInference,152,4.0,19.0,99.16666666666667,5.095833333333333
RegionA,RealTimeInference,153,6.0,34.0,128.45,3.6750000000000003
RegionA,RealTimeInference,154,5.0,17.0,51.25,2.56
RegionA,RealTimeInference,155,1.0,4.0,10.8,2.7
RegionA,RealTimeInference,156,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,157,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,158,1.0,2.0,5.133333333333334,2.566666666666667
RegionA,RealTimeInference,159,2.0,6.0,24.816666666666663,2.7416666666666667
RegionA,RealTimeInference,160,2.0,7.0,37.85,5.491666666666667
RegionA,RealTimeInference,161,4.0,21.0,89.65,3.866666666666667
RegionA,RealTimeInference,162,2.0,9.0,45.66666666666667,3.833333333333333
RegionA,RealTimeInference,163,1.0,5.0,24.083333333333332,4.816666666666666
RegionA,RealTimeInference,164,5.0,26.0,76.14999999999999,2.806666666666666
RegionA,RealTimeInference,165,3.0,14.0,41.16666666666667,2.994444444444445
RegionA,RealTimeInference,166,3.0,14.0,28.333333333333332,2.8666666666666667
RegionA,RealTimeInference,167,2.0,8.0,36.266666666666666,4.533333333333333
RegionA,RealTimeInference,168,2.0,13.0,40.3,3.341666666666667
RegionA,RealTimeInference,169,1.0,6.0,22.099999999999998,3.683333333333333
RegionA,RealTimeInference,170,2.0,12.0,54.23333333333333,4.199999999999999
RegionA,RealTimeInference,171,2.0,5.0,29.116666666666667,5.133333333333333
RegionA,RealTimeInference,172,3.0,8.0,37.43333333333334,4.866666666666666
RegionA,RealTimeInference,173,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,174,3.0,5.0,23.633333333333333,3.5888888888888886
RegionA,RealTimeInference,175,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,176,2.0,13.0,22.333333333333336,1.6416666666666666
RegionA,RealTimeInference,177,3.0,16.0,53.65,3.711111111111111
RegionA,RealTimeInference,178,1.0,1.0,5.466666666666667,5.466666666666667
RegionA,RealTimeInference,179,2.0,8.0,42.10000000000001,5.125
RegionA,RealTimeInference,180,2.0,12.0,47.650000000000006,3.7583333333333333
RegionA,RealTimeInference,181,3.0,12.0,45.85,3.6333333333333333
RegionA,RealTimeInference,182,3.0,16.0,78.23333333333333,4.416666666666667
RegionA,RealTimeInference,183,2.0,8.0,16.866666666666667,2.55
RegionA,RealTimeInference,184,4.0,19.0,68.76666666666668,3.525
RegionA,RealTimeInference,185,3.0,15.0,40.833333333333336,2.477777777777778
RegionA,RealTimeInference,186,1.0,6.0,4.0,0.6666666666666666
RegionA,RealTimeInference,187,1.0,3.0,7.050000000000001,2.35
RegionA,RealTimeInference,188,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,189,1.0,4.0,13.6,3.4
RegionA,RealTimeInference,190,4.0,12.0,60.266666666666666,5.15
RegionA,RealTimeInference,191,1.0,4.0,19.8,4.95
RegionA,RealTimeInference,192,3.0,9.0,32.266666666666666,4.322222222222222
RegionA,RealTimeInference,193,3.0,8.0,20.616666666666667,2.3333333333333335
RegionA,RealTimeInference,194,1.0,3.0,3.35,1.1166666666666667
RegionA,RealTimeInference,195,1.0,3.0,8.6,2.8666666666666667
RegionA,RealTimeInference,196,1.0,6.0,21.2,3.533333333333333
RegionA,RealTimeInference,197,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,198,1.0,2.0,3.2666666666666666,1.6333333333333333
RegionA,RealTimeInference,199,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,200,3.0,16.0,31.900000000000002,1.8833333333333335
RegionA,RealTimeInference,201,2.0,8.0,26.2,4.383333333333333
RegionA,RealTimeInference,202,1.0,1.0,1.0666666666666667,1.0666666666666667
RegionA,RealTimeInference,203,4.0,20.0,47.05,2.1708333333333334
RegionA,RealTimeInference,204,3.0,13.0,41.050000000000004,3.738888888888889
RegionA,RealTimeInference,205,1.0,5.0,2.833333333333333,0.5666666666666667
RegionA,RealTimeInference,206,3.0,10.0,36.36666666666667,3.505555555555555
RegionA,RealTimeInference,207,3.0,8.0,32.666666666666664,4.1000000000000005
RegionA,RealTimeInference,208,2.0,13.0,36.45,2.916666666666667
RegionA,RealTimeInference,209,1.0,3.0,16.7,5.566666666666666
RegionA,RealTimeInference,210,3.0,16.0,34.3,2.0888888888888886
RegionA,RealTimeInference,211,2.0,5.0,22.366666666666667,5.283333333333333
RegionA,RealTimeInference,212,2.0,10.0,35.8,3.8166666666666664
RegionA,RealTimeInference,213,1.0,1.0,5.883333333333334,5.883333333333334
RegionA,RealTimeInference,214,2.0,4.0,7.983333333333333,3.2416666666666667
RegionA,RealTimeInference,215,3.0,14.0,59.78333333333333,3.727777777777778
RegionA,RealTimeInference,216,2.0,8.0,39.43333333333334,3.0166666666666666
RegionA,RealTimeInference,217,1.0,3.0,4.6000000000000005,1.5333333333333334
RegionA,RealTimeInference,218,2.0,8.0,23.533333333333335,2.941666666666667
RegionA,RealTimeInference,219,2.0,8.0,31.03333333333333,3.825
RegionA,RealTimeInference,220,4.0,19.0,47.0,2.4291666666666667
RegionA,RealTimeInference,221,1.0,6.0,25.1,4.183333333333334
RegionA,RealTimeInference,222,3.0,10.0,45.283333333333324,2.988888888888889
RegionA,RealTimeInference,223,6.0,34.0,143.0,4.175
RegionA,RealTimeInference,224,3.0,19.0,87.41666666666666,4.75
RegionA,RealTimeInference,225,4.0,21.0,99.26666666666668,4.916666666666667
RegionA,RealTimeInference,226,5.0,15.0,52.4,3.4666666666666663
RegionA,RealTimeInference,227,3.0,3.0,10.866666666666667,3.6222222222222222
RegionA,RealTimeInference,228,2.0,10.0,35.333333333333336,4.016666666666667
RegionA,RealTimeInference,229,2.0,5.0,22.48333333333333,4.466666666666667
RegionA,RealTimeInference,230,1.0,7.0,31.383333333333333,4.483333333333333
RegionA,RealTimeInference,231,1.0,3.0,2.15,0.7166666666666667
RegionA,RealTimeInference,232,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,233,1.0,5.0,9.916666666666668,1.9833333333333334
RegionA,RealTimeInference,234,1.0,3.0,19.150000000000002,6.383333333333334
RegionA,RealTimeInference,235,4.0,9.0,35.26666666666667,3.6291666666666664
RegionA,RealTimeInference,236,3.0,15.0,39.43333333333334,2.6
RegionA,RealTimeInference,237,4.0,15.0,24.150000000000002,1.7833333333333334
RegionA,RealTimeInference,238,1.0,6.0,34.9,5.816666666666666
RegionA,RealTimeInference,239,2.0,12.0,13.666666666666668,1.2
RegionA,RealTimeInference,240,1.0,2.0,1.4,0.7
RegionA,RealTimeInference,241,3.0,13.0,11.116666666666667,0.9944444444444445
RegionA,RealTimeInference,242,2.0,13.0,53.5,4.291666666666666
RegionA,RealTimeInference,243,1.0,4.0,22.6,5.65
RegionA,RealTimeInference,244,1.0,7.0,13.766666666666666,1.9666666666666666
RegionA,RealTimeInference,245,2.0,6.0,33.1,5.125
RegionA,RealTimeInference,246,4.0,12.0,39.233333333333334,3.925
RegionA,RealTimeInference,247,3.0,9.0,34.333333333333336,4.2
RegionA,RealTimeInference,248,1.0,4.0,20.933333333333334,5.233333333333333
RegionA,RealTimeInference,249,3.0,15.0,22.46666666666667,1.788888888888889
RegionA,RealTimeInference,250,3.0,11.0,23.21666666666667,2.0722222222222224
RegionA,RealTimeInference,251,3.0,14.0,37.266666666666666,2.4611111111111112
RegionA,RealTimeInference,252,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,253,5.0,17.0,76.54999999999998,3.6966666666666668
RegionA,RealTimeInference,254,5.0,20.0,54.56666666666666,3.3166666666666673
RegionA,RealTimeInference,255,4.0,11.0,44.93333333333334,4.270833333333333
RegionA,RealTimeInference,256,1.0,5.0,18.333333333333332,3.6666666666666665
RegionA,RealTimeInference,257,4.0,13.0,51.81666666666667,3.4125
RegionA,RealTimeInference,258,3.0,9.0,36.36666666666667,4.538888888888889
RegionA,RealTimeInference,259,1.0,2.0,4.433333333333334,2.216666666666667
RegionA,RealTimeInference,260,8.0,44.0,116.83333333333333,2.7874999999999996
RegionA,RealTimeInference,261,1.0,7.0,26.95,3.85
RegionA,RealTimeInference,262,2.0,7.0,10.066666666666666,1.4249999999999998
RegionA,RealTimeInference,263,4.0,23.0,108.91666666666666,4.458333333333334
RegionA,RealTimeInference,264,2.0,13.0,61.833333333333336,4.641666666666667
RegionA,RealTimeInference,265,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,266,6.0,24.0,41.43333333333334,2.4083333333333337
RegionA,RealTimeInference,267,2.0,5.0,23.1,4.616666666666667
RegionA,RealTimeInference,268,2.0,11.0,53.86666666666667,4.991666666666667
RegionA,RealTimeInference,269,4.0,11.0,57.81666666666666,4.245833333333334
RegionA,RealTimeInference,270,3.0,9.0,37.9,3.661111111111111
RegionA,RealTimeInference,271,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,272,3.0,11.0,37.733333333333334,4.094444444444444
RegionA,RealTimeInference,273,5.0,10.0,36.5,3.9733333333333336
RegionA,RealTimeInference,274,6.0,19.0,59.9,3.7194444444444446
RegionA,RealTimeInference,275,4.0,12.0,61.91666666666667,4.395833333333334
RegionA,RealTimeInference,276,2.0,7.0,27.616666666666664,2.933333333333333
RegionA,RealTimeInference,277,2.0,7.0,29.71666666666667,3.1083333333333334
RegionA,RealTimeInference,278,2.0,3.0,10.616666666666667,3.6500000000000004
RegionA,RealTimeInference,279,1.0,6.0,33.3,5.55
RegionA,RealTimeInference,280,3.0,9.0,34.266666666666666,3.988888888888889
RegionA,RealTimeInference,281,1.0,3.0,3.75,1.25
RegionA,RealTimeInference,282,3.0,14.0,52.48333333333333,3.4777777777777774
RegionA,RealTimeInference,283,3.0,7.0,24.166666666666664,4.066666666666666
RegionA,RealTimeInference,284,2.0,11.0,31.9,3.058333333333333
RegionA,RealTimeInference,285,3.0,10.0,36.266666666666666,3.944444444444444
RegionA,RealTimeInference,286,2.0,10.0,49.46666666666666,5.333333333333333
RegionA,RealTimeInference,287,2.0,7.0,23.96666666666667,3.3666666666666667
RegionA,RealTimeInference,288,1.0,4.0,21.466666666666665,5.366666666666666
RegionA,RealTimeInference,289,3.0,17.0,70.88333333333334,4.222222222222222
RegionA,RealTimeInference,290,3.0,13.0,36.650000000000006,3.766666666666667
RegionA,RealTimeInference,291,2.0,9.0,22.55,1.9916666666666667
RegionA,RealTimeInference,292,3.0,4.0,16.05,3.3111111111111113
RegionA,RealTimeInference,293,3.0,11.0,31.166666666666668,1.9444444444444446
RegionA,RealTimeInference,294,1.0,1.0,4.55,4.55
RegionA,RealTimeInference,295,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,296,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,297,3.0,10.0,53.550000000000004,4.8500000000000005
RegionA,RealTimeInference,298,1.0,7.0,9.683333333333334,1.3833333333333333
RegionA,RealTimeInference,299,1.0,6.0,2.3000000000000003,0.38333333333333336
RegionA,RealTimeInference,300,3.0,8.0,30.56666666666667,4.155555555555556
RegionA,RealTimeInference,301,4.0,18.0,59.68333333333333,3.541666666666667
RegionA,RealTimeInference,302,4.0,8.0,34.983333333333334,3.6625000000000005
RegionA,RealTimeInference,303,5.0,20.0,74.35,3.6766666666666667
RegionA,RealTimeInference,304,2.0,9.0,22.416666666666668,3.375
RegionA,RealTimeInference,305,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,306,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,307,3.0,12.0,50.433333333333344,3.6999999999999997
RegionA,RealTimeInference,308,1.0,1.0,2.2,2.2
RegionA,RealTimeInference,309,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,310,1.0,2.0,1.9333333333333333,0.9666666666666667
RegionA,RealTimeInference,311,2.0,9.0,41.5,4.725
RegionA,RealTimeInference,312,2.0,5.0,29.683333333333334,6.116666666666667
RegionA,RealTimeInference,313,2.0,8.0,10.733333333333334,1.3416666666666668
RegionA,RealTimeInference,314,2.0,7.0,20.166666666666664,2.683333333333333
RegionA,RealTimeInference,315,2.0,5.0,16.583333333333336,3.216666666666667
RegionA,RealTimeInference,316,2.0,8.0,16.983333333333334,2.4416666666666664
RegionA,RealTimeInference,317,2.0,8.0,27.3,3.908333333333333
RegionA,RealTimeInference,318,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,319,3.0,10.0,54.050000000000004,4.105555555555556
RegionA,RealTimeInference,320,2.0,5.0,10.283333333333333,3.1416666666666666
RegionA,RealTimeInference,321,1.0,6.0,16.6,2.7666666666666666
RegionA,RealTimeInference,322,4.0,17.0,36.11666666666667,2.6458333333333335
RegionA,RealTimeInference,323,2.0,13.0,56.21666666666667,4.308333333333334
RegionA,RealTimeInference,324,3.0,15.0,60.36666666666667,3.388888888888889
RegionA,RealTimeInference,325,2.0,13.0,17.6,1.4
RegionA,RealTimeInference,326,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,327,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,328,1.0,3.0,13.7,4.566666666666666
RegionA,RealTimeInference,329,2.0,7.0,30.599999999999998,4.525
RegionA,RealTimeInference,330,1.0,6.0,26.400000000000002,4.4
RegionA,RealTimeInference,331,4.0,12.0,53.766666666666666,3.4791666666666665
RegionA,RealTimeInference,332,2.0,10.0,35.99999999999999,3.0999999999999996
RegionA,RealTimeInference,333,5.0,22.0,101.53333333333333,3.95
RegionA,RealTimeInference,334,4.0,25.0,100.38333333333334,3.979166666666667
RegionA,RealTimeInference,335,6.0,32.0,111.81666666666668,3.0694444444444446
RegionA,RealTimeInference,336,3.0,16.0,65.61666666666667,4.644444444444445
RegionA,RealTimeInference,337,1.0,5.0,1.5833333333333333,0.31666666666666665
RegionA,RealTimeInference,338,4.0,20.0,75.91666666666666,4.304166666666666
RegionA,RealTimeInference,339,4.0,17.0,59.13333333333333,3.9333333333333336
RegionA,RealTimeInference,340,3.0,9.0,30.799999999999997,2.8444444444444446
RegionA,RealTimeInference,341,3.0,10.0,39.51666666666667,3.9555555555555557
RegionA,RealTimeInference,342,1.0,5.0,12.583333333333332,2.5166666666666666
RegionA,RealTimeInference,343,1.0,5.0,18.083333333333332,3.6166666666666667
RegionA,RealTimeInference,344,2.0,3.0,9.45,3.925
RegionA,RealTimeInference,345,2.0,10.0,50.58333333333333,5.058333333333334
RegionA,RealTimeInference,346,3.0,9.0,45.86666666666667,4.855555555555556
RegionA,RealTimeInference,347,4.0,18.0,30.733333333333334,1.8583333333333334
RegionA,RealTimeInference,348,3.0,16.0,78.23333333333333,5.0888888888888895
RegionA,RealTimeInference,349,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,350,1.0,2.0,4.2,2.1
RegionA,RealTimeInference,351,4.0,20.0,53.15,2.7
RegionA,RealTimeInference,352,5.0,15.0,56.26666666666667,3.3
RegionA,RealTimeInference,353,3.0,3.0,14.666666666666666,4.888888888888888
RegionA,RealTimeInference,354,1.0,4.0,9.933333333333334,2.4833333333333334
RegionA,RealTimeInference,355,1.0,3.0,2.65,0.8833333333333333
RegionA,RealTimeInference,356,1.0,7.0,45.266666666666666,6.466666666666667
RegionA,RealTimeInference,357,2.0,9.0,30.116666666666667,2.8833333333333333
RegionA,RealTimeInference,358,4.0,14.0,37.166666666666664,2.666666666666667
RegionA,RealTimeInference,359,2.0,4.0,14.183333333333334,4.508333333333334
RegionA,RealTimeInference,360,2.0,7.0,34.71666666666667,5.191666666666666
RegionA,RealTimeInference,361,4.0,14.0,26.56666666666667,2.3958333333333335
RegionA,RealTimeInference,362,1.0,7.0,17.5,2.5
RegionA,RealTimeInference,363,3.0,11.0,34.86666666666667,3.4166666666666665
RegionA,RealTimeInference,364,5.0,24.0,119.83333333333334,5.11
RegionA,RealTimeInference,365,4.0,21.0,62.1,3.05
RegionA,RealTimeInference,366,1.0,5.0,18.25,3.65
RegionA,RealTimeInference,367,0.0,0.0,0.0,0.0
RegionA,RealTimeInference,368,5.0,24.0,104.13333333333333,4.013333333333334
RegionA,RealTimeInference,369,5.0,20.0,75.24999999999999,3.836666666666666
RegionA,RealTimeInference,370,1.0,3.0,17.700000000000003,5.9
RegionA,RealTimeInference,371,4.0,14.0,51.0,3.0
RegionA,RealTimeInference,372,1.0,5.0,15.5,3.1
RegionA,RealTimeInference,373,2.0,6.0,10.233333333333334,1.8833333333333333
RegionA,RealTimeInference,374,2.0,12.0,47.16666666666667,4.0
RegionA,RealTimeInference,375,2.0,10.0,53.05,5.6083333333333325
RegionA,RealTimeInference,376,2.0,3.0,6.333333333333333,1.6416666666666666
RegionA,RealTimeInference,377,2.0,7.0,29.55,4.233333333333333
